Name;Sex;BirthDate;Address;PhoneNumber;Email;SNSUSerNumber;CitizenCardNumber
Miguel Farias;;10/6/1952;Rua Barão São Cosme|258|4000-500|PORTO;953227183;953227183@gmail.com;161595972;10098682
Benjamin Caldeira;;17/09/1952;Rua Barão São Cosme|228|4000-501|PORTO;953227184;953227184@gmail.com;161595973;10098683
Isabel Freitas;;17/07/1956;Rua  Barata Feyo|458|4250-76|PORTO;953227185;953227185@gmail.com;161595974;10098684
Dr. Luiz Miguel Castro;;23/11/1950;Rua  Barbosa Du Bocage|210|4150-122|PORTO;953227186;953227186@gmail.com;161595975;10098685
Leonardo Pires;;14/12/1951;Escadas  Barredo|311|4050-92|PORTO;953227187;953227187@gmail.com;161595976;10098686
Sr. João Lucas Cavalcanti;;11/8/1953;Rua  Barredo|21|4050-93|PORTO;953227188;953227188@gmail.com;161595977;10098687
Amanda Ramos;;21/08/1952;Travessa  Barredo|26|4050-94|PORTO;953227189;953227189@gmail.com;161595978;10098688
Benício Dias;;21/10/1950;Rua  Barrocas|146|4200-124|PORTO;953227190;953227190@gmail.com;161595979;10098689
Joaquim Barbosa;;5/2/1950;Travessa  Barrocas|407|4200-125|PORTO;953227191;953227191@gmail.com;161595980;10098690
Srta. Ana Beatriz Duarte;;5/4/1955;Rua  Barros Lima|205|4300-60|PORTO;953227192;953227192@gmail.com;161595981;10098691
Luiz Gustavo Dias;;7/8/1950;Rua  Barros Lima|409|4300-62|PORTO;953227193;953227193@gmail.com;161595982;10098692
Maria Cecília Costa;;2/2/1953;Rua  Barros Lima|356|4300-63|PORTO;953227194;953227194@gmail.com;161595983;10098693
Raul Pinto;;8/11/1953;Rua  Barros Lima|333|4300-60|PORTO;953227195;953227195@gmail.com;161595984;10098694
Lucas Campos;;27/02/1952;Rua  Barros Lima|103|4300-61|PORTO;953227196;953227196@gmail.com;161595985;10098695
Nathan Almeida;;1/6/1951;Rua  Barros Lima|375|4300-62|PORTO;953227197;953227197@gmail.com;161595986;10098696
Vitor Rezende;;13/11/1953;Rua  Bartolomeu Dias|99|4200-126|PORTO;953227198;953227198@gmail.com;161595987;10098697
Gustavo Cardoso;;3/9/1950;Rua  Afonso Lopes Vieira|577|4100-20|PORTO;953227199;953227199@gmail.com;161595988;10098698
Letícia Teixeira;;14/06/1953;Rua  Bartolomeu Velho|417|4150-124|PORTO;953227200;953227200@gmail.com;161595989;10098699
Srta. Maria Julia Nogueira;;24/01/1950;Alameda  Basílio Teles|228|4150-127|PORTO;953227201;953227201@gmail.com;161595990;10098700
Clarice Rezende;;29/12/1954;Praça  Batalha|146|4000-103|PORTO;953227202;953227202@gmail.com;161595991;10098701
Luiza Sales;;4/12/1951;Praça  Batalha|431|4000-101|PORTO;953227203;953227203@gmail.com;161595992;10098702
Dr. Diogo Gonçalves;;5/9/1950;Praça  Batalha|14|4000-103|PORTO;953227204;953227204@gmail.com;161595993;10098703
Stella Teixeira;;9/1/1951;Praça  Batalha|45|4000-102|PORTO;953227205;953227205@gmail.com;161595994;10098704
Thomas Nascimento;;21/05/1952;Praça  Batalha|454|4049-28|PORTO;953227206;953227206@gmail.com;161595995;10098705
Augusto Fogaça;;18/10/1954;Praça  Batalha|56|4049-55|PORTO;953227207;953227207@gmail.com;161595996;10098706
Mariana Costa;;5/8/1954;Praça  Batalha|295|4049-6|PORTO;953227208;953227208@gmail.com;161595997;10098707
Ana Julia da Luz;;18/10/1952;Rua  Bataria|333|4000-105|PORTO;953227209;953227209@gmail.com;161595998;10098708
Dr. Augusto Souza;;25/03/1953;Rua  Bataria|219|4000-106|PORTO;953227210;953227210@gmail.com;161595999;10098709
Davi Luiz da Costa;;17/11/1953;Rua  Bataria|265|4000-104|PORTO;953227211;953227211@gmail.com;161596000;10098710
Maria Julia Rocha;;12/1/1952;Rua  Bataria da Vitória|351|4050-95|PORTO;953227212;953227212@gmail.com;161596001;10098711
Nathan Nascimento;;19/10/1952;Rua Beata Dona Mafalda|403|4350-221|PORTO;953227213;953227213@gmail.com;161596002;10098712
Luiza Nogueira;;20/08/1951;Rua Beata Dona Mafalda|384|4350-222|PORTO;953227214;953227214@gmail.com;161596003;10098713
Calebe Barbosa;;24/02/1951;Rua Beata Dona Mafalda|282|4350-221|PORTO;953227215;953227215@gmail.com;161596004;10098714
Luiz Felipe Gomes;;7/8/1952;Rua Beato Inácio de Azevedo|318|4100-284|PORTO;953227216;953227216@gmail.com;161596005;10098715
Ana Luiza Farias;;19/05/1955;Rua Beato Inácio de Azevedo|298|4100-284|PORTO;953227217;953227217@gmail.com;161596006;10098716
Gustavo Nunes;;28/09/1950;Rua Beato Inácio de Azevedo|594|4100-283|PORTO;953227218;953227218@gmail.com;161596007;10098717
Sra. Brenda Nogueira;;18/03/1951;Rua  Begónias|109|4250-77|PORTO;953227219;953227219@gmail.com;161596008;10098718
Mariane Vieira;;8/6/1951;Rua  Bela|28|4150-128|PORTO;953227220;953227220@gmail.com;161596009;10098719
Dr. Bryan Peixoto;;7/8/1952;Rua  Bela da Fontinha|333|4000-107|PORTO;953227221;953227221@gmail.com;161596010;10098720
Sra. Caroline Barbosa;;26/07/1951;Rua  Afonso Martins Alho|473|4050-18|PORTO;953227222;953227222@gmail.com;161596011;10098721
Ana Carolina Moraes;;30/06/1951;Beco  Bela Vista|455|4150-129|PORTO;953227223;953227223@gmail.com;161596012;10098722
Ryan da Cunha;;17/05/1954;Travessa  Bela Vista|561|4150-130|PORTO;953227224;953227224@gmail.com;161596013;10098723
Sra. Alana Correia;;10/11/1953;Rua Maestro Ivo Cruz|93|4000-155|PORTO;953227225;953227225@gmail.com;161596014;10098724
Maria Fernanda da Cruz;;18/06/1953;Praceta  Germalde|12|4000-180|PORTO;953227226;953227226@gmail.com;161596015;10098725
Nicole Araújo;;26/11/1950;Largo  Amor de Perdição|558|4050-8|PORTO;953227227;953227227@gmail.com;161596016;10098726
Ryan Dias;;6/6/1947;Rua Doutor António Cupertino de Miranda|136|4150-88|PORTO;953227228;953227228@gmail.com;161596017;10098727
Mariana Barros;;30/01/1948;Rua  Belém|430|4350-70|PORTO;953227229;953227229@gmail.com;161596018;10098728
Dr. Pietro das Neves;;28/02/1950;Rua  Belém|439|4350-71|PORTO;953227230;953227230@gmail.com;161596019;10098729
Lorenzo Vieira;;11/9/1949;Rua  Belém|211|4350-69|PORTO;953227231;953227231@gmail.com;161596020;10098730
Eloah Cavalcanti;;31/08/1948;Rua  Belém|473|4350-67|PORTO;953227232;953227232@gmail.com;161596021;10098731
Cecília Souza;;8/11/1951;Rua  Belém|262|4350-67|PORTO;953227233;953227233@gmail.com;161596022;10098732
Ana Lívia Ferreira;;25/02/1948;Rua  Belém|197|4350-66|PORTO;953227234;953227234@gmail.com;161596023;10098733
Matheus Mendes;;1/9/1953;Rua  Belém|211|4350-68|PORTO;953227235;953227235@gmail.com;161596024;10098734
Maria Cecília da Conceição;;27/09/1946;Rua  Belomonte|81|4050-97|PORTO;953227236;953227236@gmail.com;161596025;10098735
Maria Luiza Correia;;20/11/1948;Rua  Belomonte|425|4050-98|PORTO;953227237;953227237@gmail.com;161596026;10098736
Clarice Rezende;;30/06/1948;Rua  Belomonte|541|4050-96|PORTO;953227238;953227238@gmail.com;161596027;10098737
Maria Fernanda Novaes;;2/2/1947;Rua  Belos Ares|43|4100-109|PORTO;953227239;953227239@gmail.com;161596028;10098738
Sra. Ana Luiza da Paz;;7/10/1947;Rua  Belos Ares|403|4100-108|PORTO;953227240;953227240@gmail.com;161596029;10098739
Mariane Cavalcanti;;26/11/1946;Rua  Bem-Me-Queres|67|4350-72|PORTO;953227241;953227241@gmail.com;161596030;10098740
Catarina Lopes;;13/05/1948;Beco  Beneditina|499|4150-131|PORTO;953227242;953227242@gmail.com;161596031;10098741
Caué da Paz;;3/1/1950;Praceta  Privada|565|4200-454|PORTO;953227243;953227243@gmail.com;161596032;10098742
Pedro Henrique da Costa;;1/8/1948;Largo  Beneditina|299|4150-132|PORTO;953227244;953227244@gmail.com;161596033;10098743
Thiago Fernandes;;7/10/1948;Rua  Beneditina|185|4150-134|PORTO;953227245;953227245@gmail.com;161596034;10098744
Caroline Cunha;;2/2/1946;Rua  Beneditina|111|4150-135|PORTO;953227246;953227246@gmail.com;161596035;10098745
Rafaela Barbosa;;6/9/1946;Rua  Beneditina|500|4150-133|PORTO;953227247;953227247@gmail.com;161596036;10098746
Carolina Lima;;2/7/1947;Rua  Afonso de Paiva|429|4150-22|PORTO;953227248;953227248@gmail.com;161596037;10098747
Ana Clara Duarte;;16/01/1947;Rua  Benfica|408|4350-73|PORTO;953227249;953227249@gmail.com;161596038;10098748
Srta. Luiza Cunha;;2/1/1949;Rua Abade Correia da Serra|246|4250-175|PORTO;953227250;953227250@gmail.com;161596039;10098749
Maria Lima;;10/8/1947;Rua  Benjamim Gouveia|479|4200-127|PORTO;953227251;953227251@gmail.com;161596040;10098750
Mirella Costa;;26/04/1950;Rua  Bento Carqueja|337|4350-74|PORTO;953227252;953227252@gmail.com;161596041;10098751
Emanuel Melo;;23/10/1949;Rua Professor Bento de Jesus Caraça|597|4200-130|PORTO;953227253;953227253@gmail.com;161596042;10098752
Juliana Gomes;;9/11/1948;Rua Professor Bento de Jesus Caraça|33|4200-132|PORTO;953227254;953227254@gmail.com;161596043;10098753
Mariane Azevedo;;28/11/1948;Rua Professor Bento de Jesus Caraça|536|4200-131|PORTO;953227255;953227255@gmail.com;161596044;10098754
Nicolas Lima;;16/12/1949;Rua Professor Bento de Jesus Caraça|345|4200-129|PORTO;953227256;953227256@gmail.com;161596045;10098755
Maria Julia Teixeira;;29/12/1946;Rua Professor Bento de Jesus Caraça|376|4200-128|PORTO;953227257;953227257@gmail.com;161596046;10098756
Ana Laura Gomes;;16/09/1947;Rua Professor Bento de Jesus Caraça|365|4200-998|PORTO;953227258;953227258@gmail.com;161596047;10098757
Davi Luiz Azevedo;;28/04/1949;Rua  Bento Júnior|499|4200-133|PORTO;953227259;953227259@gmail.com;161596048;10098758
Marina Farias;;6/1/1947;Rua  Berlengas|511|4200-134|PORTO;953227260;953227260@gmail.com;161596049;10098759
Bruna Teixeira;;4/2/1948;Rua  Bernardim Ribeiro|433|4300-64|PORTO;953227261;953227261@gmail.com;161596050;10098760
João Correia;;22/07/1949;Rua  Bernardino Machado|304|4150-136|PORTO;953227262;953227262@gmail.com;161596051;10098761
Vitor Souza;;1/10/1948;Travessa  Bica Velha|179|4250-78|PORTO;953227263;953227263@gmail.com;161596052;10098762
Joana Duarte;;15/08/1949;Rua  João Santos Ferreira|433|4250-507|PORTO;953227264;953227264@gmail.com;161596053;10098763
Samuel da Rosa;;13/07/1950;Praça  Afonso Pinto de Magalhães|243|4350-14|PORTO;953227265;953227265@gmail.com;161596054;10098764
Ana Clara Rocha;;13/02/1949;Rua  Bicalho|317|4150-139|PORTO;953227266;953227266@gmail.com;161596055;10098765
Felipe da Rocha;;1/3/1949;Rua  Bicalho|578|4150-138|PORTO;953227267;953227267@gmail.com;161596056;10098766
Bernardo Cavalcanti;;12/9/1949;Rua  Bitarães|309|4100-110|PORTO;953227268;953227268@gmail.com;161596057;10098767
Eloah Caldeira;;1/8/1949;Rua  Boa Hora|70|4050-100|PORTO;953227269;953227269@gmail.com;161596058;10098768
Maria Eduarda Nogueira;;11/12/1948;Rua  Boa Hora|372|4050-99|PORTO;953227270;953227270@gmail.com;161596059;10098769
Clara Cardoso;;12/5/1949;Rua  Boa Nova|365|4050-101|PORTO;953227271;953227271@gmail.com;161596060;10098770
Mirella Rocha;;22/09/1950;Calçada  Boa Viagem|389|4150-140|PORTO;953227272;953227272@gmail.com;161596061;10098771
Matheus Moraes;;25/09/1947;Travessa  Boa Viagem|406|4150-141|PORTO;953227273;953227273@gmail.com;161596062;10098772
Caué Aragão;;9/4/1946;Rua  Boavista|242|4050-107|PORTO;953227274;953227274@gmail.com;161596063;10098773
Joana Peixoto;;15/02/1948;Rua  Boavista|362|4050-108|PORTO;953227275;953227275@gmail.com;161596064;10098774
Cauã Rezende;;31/08/1948;Rua  Boavista|19|4050-109|PORTO;953227276;953227276@gmail.com;161596065;10098775
João Pedro da Cruz;;13/08/1949;Rua  Boavista|569|4050-110|PORTO;953227277;953227277@gmail.com;161596066;10098776
Lucas Ramos;;20/03/1946;Rua  Boavista|386|4050-111|PORTO;953227278;953227278@gmail.com;161596067;10098777
Ana Lívia da Costa;;29/10/1947;Rua  Boavista|556|4050-102|PORTO;953227279;953227279@gmail.com;161596068;10098778
Marcela Aragão;;6/12/1951;Rua  Boavista|443|4050-103|PORTO;953227280;953227280@gmail.com;161596069;10098779
Dr. João Vitor Araújo;;18/02/1945;Rua  Boavista|423|4050-104|PORTO;953227281;953227281@gmail.com;161596070;10098780
Nicole Campos;;21/12/1949;Rua  Boavista|287|4050-105|PORTO;953227282;953227282@gmail.com;161596071;10098781
Maria Alice Lima;;3/1/1950;Rua  Boavista|584|4050-106|PORTO;953227283;953227283@gmail.com;161596072;10098782
Ana Laura Cavalcanti;;8/3/1947;Rua  Boavista|554|4099-15|PORTO;953227284;953227284@gmail.com;161596073;10098783
Júlia Santos;;15/04/1951;Rua  Boavista|326|4099-14|PORTO;953227285;953227285@gmail.com;161596074;10098784
Isabel Porto;;17/12/1946;Rua  Boavista|352|4099-16|PORTO;953227286;953227286@gmail.com;161596075;10098785
Vitor da Mota;;5/5/1948;Rua  Boavista|306|4099-19|PORTO;953227287;953227287@gmail.com;161596076;10098786
Thomas Vieira;;29/01/1947;Rua  Boavista|529|4099-18|PORTO;953227288;953227288@gmail.com;161596077;10098787
Lucas Silva;;3/3/1945;Rua  Boavista|207|4099-17|PORTO;953227289;953227289@gmail.com;161596078;10098788
Dra. Maria Luiza Cavalcanti;;4/2/1948;Rua  Boavista|454|4099-32|PORTO;953227290;953227290@gmail.com;161596079;10098789
Samuel Rodrigues;;16/11/1951;Avenida  Boavista|158|4100-119|PORTO;953227291;953227291@gmail.com;161596080;10098790
Dra. Amanda Novaes;;28/10/1951;Avenida  Boavista|61|4100-125|PORTO;953227292;953227292@gmail.com;161596081;10098791
Otávio Ferreira;;7/9/1948;Avenida  Boavista|238|4100-112|PORTO;953227293;953227293@gmail.com;161596082;10098792
João Pedro da Cruz;;24/12/1948;Avenida  Boavista|493|4100-113|PORTO;953227294;953227294@gmail.com;161596083;10098793
Pietra Moraes;;22/05/1950;Avenida  Boavista|177|4100-126|PORTO;953227295;953227295@gmail.com;161596084;10098794
Alexandre Oliveira;;24/12/1948;Avenida  Boavista|142|4099-38|PORTO;953227296;953227296@gmail.com;161596085;10098795
Davi Luiz Vieira;;29/08/1947;Avenida  Boavista|507|4050-113|PORTO;953227297;953227297@gmail.com;161596086;10098796
Sr. João Moura;;16/11/1949;Avenida  Boavista|401|4100-129|PORTO;953227298;953227298@gmail.com;161596087;10098797
Letícia Peixoto;;6/2/1947;Avenida  Boavista|401|4050-115|PORTO;953227299;953227299@gmail.com;161596088;10098798
Gabriel da Cruz;;21/09/1946;Avenida  Boavista|587|4100-130|PORTO;953227300;953227300@gmail.com;161596089;10098799
Ana Julia Gonçalves;;9/9/1949;Avenida  Boavista|445|4100-131|PORTO;953227301;953227301@gmail.com;161596090;10098800
João Felipe Sales;;23/04/1947;Avenida  Boavista|95|4100-132|PORTO;953227302;953227302@gmail.com;161596091;10098801
Dr. Danilo Moraes;;6/9/1946;Avenida  Boavista|225|4100-131|PORTO;953227303;953227303@gmail.com;161596092;10098802
Pietro Cavalcanti;;1/9/1949;Avenida  Boavista|57|4100-132|PORTO;953227304;953227304@gmail.com;161596093;10098803
Lucca Gonçalves;;16/08/1948;Avenida  Boavista|234|4100-133|PORTO;953227305;953227305@gmail.com;161596094;10098804
Vitor Hugo Martins;;7/11/1945;Avenida  Boavista|497|4100-134|PORTO;953227306;953227306@gmail.com;161596095;10098805
Valentina Martins;;30/09/1948;Avenida  Boavista|358|4100-135|PORTO;953227307;953227307@gmail.com;161596096;10098806
Caué Ramos;;8/1/1950;Avenida  Boavista|479|4050-114|PORTO;953227308;953227308@gmail.com;161596097;10098807
Luiz Miguel Rocha;;17/10/1946;Avenida  Boavista|377|4100-136|PORTO;953227309;953227309@gmail.com;161596098;10098808
Ana Rodrigues;;11/1/1947;Avenida  Boavista|40|4100-137|PORTO;953227310;953227310@gmail.com;161596099;10098809
Vitória Porto;;19/11/1951;Avenida  Boavista|348|4100-138|PORTO;953227311;953227311@gmail.com;161596100;10098810
Gabrielly Silva;;19/01/1948;Avenida  Boavista|106|4100-139|PORTO;953227312;953227312@gmail.com;161596101;10098811
Lara Correia;;17/12/1948;Avenida  Boavista|175|4100-140|PORTO;953227313;953227313@gmail.com;161596102;10098812
Enzo Pires;;17/02/1947;Avenida  Boavista|294|4100-141|PORTO;953227314;953227314@gmail.com;161596103;10098813
Alice Silveira;;4/12/1952;Avenida  Boavista|90|4100-142|PORTO;953227315;953227315@gmail.com;161596104;10098814
Sra. Ana Júlia Moreira;;27/01/1949;Avenida  Boavista|67|4100-127|PORTO;953227316;953227316@gmail.com;161596105;10098815
Maria Eduarda Peixoto;;13/10/1950;Avenida  Boavista|595|4100-128|PORTO;953227317;953227317@gmail.com;161596106;10098816
João Lucas Nascimento;;8/10/1947;Avenida  Boavista|72|4100-113|PORTO;953227318;953227318@gmail.com;161596107;10098817
Leandro Cardoso;;14/02/1949;Avenida  Boavista|206|4100-113|PORTO;953227319;953227319@gmail.com;161596108;10098818
Lorena Vieira;;3/7/1949;Avenida  Boavista|344|4100-114|PORTO;953227320;953227320@gmail.com;161596109;10098819
Srta. Alana Moraes;;23/07/1950;Avenida  Boavista|209|4100-115|PORTO;953227321;953227321@gmail.com;161596110;10098820
Dr. Yuri Lopes;;3/10/1950;Avenida  Boavista|161|4100-116|PORTO;953227322;953227322@gmail.com;161596111;10098821
Gustavo Henrique Rocha;;2/7/1949;Avenida  Boavista|103|4050-112|PORTO;953227323;953227323@gmail.com;161596112;10098822
Yasmin Azevedo;;20/04/1949;Avenida  Boavista|426|4100-117|PORTO;953227324;953227324@gmail.com;161596113;10098823
Maysa Campos;;25/12/1949;Avenida  Boavista|56|4100-118|PORTO;953227325;953227325@gmail.com;161596114;10098824
Vitória Sales;;16/02/1948;Avenida  Boavista|81|4100-119|PORTO;953227326;953227326@gmail.com;161596115;10098825
Maité Duarte;;27/11/1949;Avenida  Boavista|325|4050-113|PORTO;953227327;953227327@gmail.com;161596116;10098826
Stephany Correia;;3/5/1947;Avenida  Boavista|457|4100-120|PORTO;953227328;953227328@gmail.com;161596117;10098827
Dr. Lucca Dias;;4/3/1950;Avenida  Boavista|193|4100-121|PORTO;953227329;953227329@gmail.com;161596118;10098828
Maysa Melo;;30/05/1950;Avenida  Boavista|70|4100-122|PORTO;953227330;953227330@gmail.com;161596119;10098829
Joaquim Rodrigues;;19/01/1948;Avenida  Boavista|15|4100-123|PORTO;953227331;953227331@gmail.com;161596120;10098830
João Vitor Novaes;;18/04/1949;Avenida  Boavista|54|4100-125|PORTO;953227332;953227332@gmail.com;161596121;10098831
Enzo Gabriel Viana;;25/06/1948;Avenida  Boavista|478|4100-126|PORTO;953227333;953227333@gmail.com;161596122;10098832
Alana Cunha;;6/7/1947;Avenida  Boavista|302|4100-111|PORTO;953227334;953227334@gmail.com;161596123;10098833
Raul Cunha;;26/09/1950;Avenida  Boavista|395|4100-112|PORTO;953227335;953227335@gmail.com;161596124;10098834
Juliana Porto;;27/10/1947;Avenida  Boavista|94|4100-130|PORTO;953227336;953227336@gmail.com;161596125;10098835
Samuel Cardoso;;13/01/1949;Avenida  Boavista|554|4100-119|PORTO;953227337;953227337@gmail.com;161596126;10098836
Maria Sophia Melo;;6/1/1951;Avenida  Boavista|276|4149-5|PORTO;953227338;953227338@gmail.com;161596127;10098837
Manuela Monteiro;;7/9/1948;Avenida  Boavista|471|4149-1|PORTO;953227339;953227339@gmail.com;161596128;10098838
Luna Sales;;24/12/1947;Avenida  Boavista|474|4149-17|PORTO;953227340;953227340@gmail.com;161596129;10098839
Vinicius Gonçalves;;23/01/1950;Avenida  Boavista|451|4149-71|PORTO;953227341;953227341@gmail.com;161596130;10098840
Heitor Cardoso;;24/04/1949;Praça  Afrânio Peixoto|591|4100-996|PORTO;953227342;953227342@gmail.com;161596131;10098841
Nathan da Mota;;23/02/1948;Praça  Afrânio Peixoto|379|4100-22|PORTO;953227343;953227343@gmail.com;161596132;10098842
Sra. Ana Júlia da Rocha;;16/06/1948;Rua  Bolama|244|4200-138|PORTO;953227344;953227344@gmail.com;161596133;10098843
Bianca Almeida;;27/09/1950;Rua  Bolama|520|4200-139|PORTO;953227345;953227345@gmail.com;161596134;10098844
Emilly Melo;;24/12/1949;Pátio  Bolhão|364|4000-110|PORTO;953227346;953227346@gmail.com;161596135;10098845
Stephany Oliveira;;29/11/1948;Rua  Bolhão|413|4000-112|PORTO;953227347;953227347@gmail.com;161596136;10098846
Lara Melo;;4/10/1951;Rua  Bolhão|71|4000-111|PORTO;953227348;953227348@gmail.com;161596137;10098847
Kamilly Nogueira;;30/03/1948;Rua  Bolhão|162|4049-5|PORTO;953227349;953227349@gmail.com;161596138;10098848
Davi Lucas Ramos;;16/10/1947;Rua  Bolhão|388|4049-65|PORTO;953227350;953227350@gmail.com;161596139;10098849
Vitória Jesus;;27/01/1949;Rua  Bolsa|132|4050-116|PORTO;953227351;953227351@gmail.com;161596140;10098850
Lucas Viana;;3/7/1947;Rua  Bom Jesus|550|4150-142|PORTO;953227352;953227352@gmail.com;161596141;10098851
Luiz Otávio Sales;;15/07/1949;Travessa  Bom Retiro|241|4300-65|PORTO;953227353;953227353@gmail.com;161596142;10098852
Ana Vitória Moraes;;18/03/1949;Bairro  Bom Sucesso|536|4150-143|PORTO;953227354;953227354@gmail.com;161596143;10098853
Alexia Rezende;;27/03/1946;Rua  Agostinho de Campos|453|4200-18|PORTO;953227355;953227355@gmail.com;161596144;10098854
Marina da Rosa;;10/3/1948;Rua  Agostinho de Campos|459|4200-17|PORTO;953227356;953227356@gmail.com;161596145;10098855
João Pedro das Neves;;25/10/1947;Rua  Agostinho de Campos|96|4200-16|PORTO;953227357;953227357@gmail.com;161596146;10098856
Sophia da Cruz;;2/7/1949;Rua  Agostinho de Campos|99|4200-15|PORTO;953227358;953227358@gmail.com;161596147;10098857
Marcela da Conceição;;29/03/1948;Largo  Bom Sucesso|591|4150-144|PORTO;953227359;953227359@gmail.com;161596148;10098858
Sr. Marcelo Azevedo;;23/06/1949;Praça  Bom Sucesso|325|4150-146|PORTO;953227360;953227360@gmail.com;161596149;10098859
